deren_run,triad,1,1,1.0019187403144123,1
deren_run,triad,1,2,1.0191673097506018,1
deren_run,triad,1,4,1.016411368541726,1
deren_run,triad,1,8,1.0078414003422027,1
deren_run,triad,1,16,1.0229090428565626,1
deren_run,triad,1,32,1.032836494979941,1
deren_run,triad,1,64,1.0234936247452215,1
deren_run,triad,1,128,1.0166744418327005,1
deren_run,triad,1,256,1.0228139102916503,1
deren_run,sum,1,1,1.0096671210091803,1
deren_run,sum,1,2,1.0094944821001421,1
deren_run,sum,1,4,1.0097623811146461,1
deren_run,sum,1,8,1.0197388655157407,1
deren_run,sum,1,16,1.0202566304204805,1
deren_run,sum,1,32,1.01878397025631,1
deren_run,sum,1,64,1.0220210763194209,1
deren_run,sum,1,128,1.0216442025782813,1
deren_run,sum,1,256,1.022637323337798,1
deren_run,stream,1,1,1.0123903483098804,1
deren_run,stream,1,2,1.0085348744517584,1
deren_run,stream,1,4,1.0088770267480824,1
deren_run,stream,1,8,1.0181944230265656,1
deren_run,stream,1,16,1.0189220029479973,1
deren_run,stream,1,32,1.0232014969818957,1
deren_run,stream,1,64,1.018555642841822,1
deren_run,stream,1,128,1.0201369012873065,1
deren_run,stream,1,256,1.0199491999312116,1
deren_run,peakflops,1,1,1.0011203862731792,1
deren_run,peakflops,1,2,1.002705438401327,1
deren_run,peakflops,1,4,1.0056132005867406,1
deren_run,peakflops,1,8,1.0105828764441953,1
deren_run,peakflops,1,16,1.0137878159003484,1
deren_run,peakflops,1,32,1.0143153131361045,1
deren_run,peakflops,1,64,1.0167036299356322,1
deren_run,peakflops,1,128,1.018127308168888,1
deren_run,peakflops,1,256,1.0172492354111597,1
deren_run,ddot,1,1,1.0037286540097803,1
deren_run,ddot,1,2,1.0013932648077564,1
deren_run,ddot,1,4,1.0148456393073084,1
deren_run,ddot,1,8,1.0224830254780495,1
deren_run,ddot,1,16,1.0179237286800795,1
deren_run,ddot,1,32,1.0213445400789027,1
deren_run,ddot,1,64,1.0216245747475858,1
deren_run,ddot,1,128,1.0333855094333555,1
deren_run,ddot,1,256,1.0163905008503689,1
deren_run,daxpy,1,1,0.9792399146141438,1
deren_run,daxpy,1,2,0.9812981570095836,1
deren_run,daxpy,1,4,0.9927133037801642,1
deren_run,daxpy,1,8,0.9944168253634976,1
deren_run,daxpy,1,16,1.0038806878280002,1
deren_run,daxpy,1,32,0.9977285751752627,1
deren_run,daxpy,1,64,0.9925894882680993,1
deren_run,daxpy,1,128,0.9988914175022945,1
deren_run,daxpy,1,256,0.9983973595556564,1
deren_run,triad,2,1,0.9871747183583874,1
deren_run,triad,2,2,0.9895478304872761,1
deren_run,triad,2,4,0.9958043939448217,1
deren_run,triad,2,8,1.000761170676834,1
deren_run,triad,2,16,1.0096880229786949,1
deren_run,triad,2,32,0.9982148100655619,1
deren_run,triad,2,64,1.0017715094534945,1
deren_run,triad,2,128,1.0047042519780989,1
deren_run,triad,2,256,1.0128012209194581,1
deren_run,sum,2,1,1.0046439773103064,1
deren_run,sum,2,2,1.0114371078043758,1
deren_run,sum,2,4,1.0095456310771298,1
deren_run,sum,2,8,1.0163852209061273,1
deren_run,sum,2,16,1.0233045589002343,1
deren_run,sum,2,32,1.0177252733891555,1
deren_run,sum,2,64,1.0267200198586255,1
deren_run,sum,2,128,1.024067436357035,1
deren_run,sum,2,256,1.027615563590519,1
deren_run,stream,2,1,1.0008250313056808,1
deren_run,stream,2,2,1.0029207069111652,1
deren_run,stream,2,4,1.0096128425157769,1
deren_run,stream,2,8,1.0070867680165978,1
deren_run,stream,2,16,1.0120491404767271,1
deren_run,stream,2,32,1.011676048027979,1
deren_run,stream,2,64,1.0178549479657746,1
deren_run,stream,2,128,1.0042468026033196,1
deren_run,stream,2,256,1.0155631038846804,1
deren_run,peakflops,2,1,1.0040330663647807,1
deren_run,peakflops,2,2,1.004585500058477,1
deren_run,peakflops,2,4,1.0081032609181766,1
deren_run,peakflops,2,8,1.0125939322076403,1
deren_run,peakflops,2,16,1.0155386869818612,1
deren_run,peakflops,2,32,1.0159505229758512,1
deren_run,peakflops,2,64,1.0115523008760396,1
deren_run,peakflops,2,128,1.019288431514609,1
deren_run,peakflops,2,256,1.0191971130470647,1
deren_run,ddot,2,1,1.0426438108480744,1
deren_run,ddot,2,2,1.0476373758675002,1
deren_run,ddot,2,4,1.0471672968806112,1
deren_run,ddot,2,8,1.0491118119317902,1
deren_run,ddot,2,16,1.0439206931761744,1
deren_run,ddot,2,32,1.0597178253482977,1
deren_run,ddot,2,64,1.0547969545668827,1
deren_run,ddot,2,128,1.0552396280939564,1
deren_run,ddot,2,256,1.0536113307454988,1
deren_run,daxpy,2,1,1.019054070378515,1
deren_run,daxpy,2,2,1.0102947275360132,1
deren_run,daxpy,2,4,1.014634330723929,1
deren_run,daxpy,2,8,1.01438001381902,1
deren_run,daxpy,2,16,1.018771457568068,1
deren_run,daxpy,2,32,1.0165273864355084,1
deren_run,daxpy,2,64,1.0203257895538673,1
deren_run,daxpy,2,128,1.0294568263343127,1
deren_run,daxpy,2,256,1.0245253943729813,1
deren_run,triad,3,1,1.0095095267607224,1
deren_run,triad,3,2,0.9858241789268204,1
deren_run,triad,3,4,0.9850419136099098,1
deren_run,triad,3,8,0.996529068927181,1
deren_run,triad,3,16,1.000003130906266,1
deren_run,triad,3,32,1.0055188932022714,1
deren_run,triad,3,64,0.9961513055180267,1
deren_run,triad,3,128,1.0083044213707835,1
deren_run,triad,3,256,0.9982711946280357,1
deren_run,sum,3,1,1.0055262381370866,1
deren_run,sum,3,2,1.01047971546743,1
deren_run,sum,3,4,1.0096764315262006,1
deren_run,sum,3,8,1.0144802748846498,1
deren_run,sum,3,16,1.01919980028535,1
deren_run,sum,3,32,1.0258791439227477,1
deren_run,sum,3,64,1.0247227278615956,1
deren_run,sum,3,128,1.0252704061027824,1
deren_run,sum,3,256,1.022239351184125,1
deren_run,stream,3,1,1.000606291078655,1
deren_run,stream,3,2,1.0097121500394612,1
deren_run,stream,3,4,1.005845793668951,1
deren_run,stream,3,8,1.009456830810726,1
deren_run,stream,3,16,1.0183649416064924,1
deren_run,stream,3,32,1.0182743924230158,1
deren_run,stream,3,64,1.0112830042397378,1
deren_run,stream,3,128,1.0104473665457736,1
deren_run,stream,3,256,1.021982917280374,1
deren_run,peakflops,3,1,1.0019583070013567,1
deren_run,peakflops,3,2,1.0031698475694533,1
deren_run,peakflops,3,4,1.006422171103078,1
deren_run,peakflops,3,8,1.0108947142243232,1
deren_run,peakflops,3,16,1.0140274358131736,1
deren_run,peakflops,3,32,1.014877541562392,1
deren_run,peakflops,3,64,1.016382635219967,1
deren_run,peakflops,3,128,1.017679870573068,1
deren_run,peakflops,3,256,1.0177688852936964,1
deren_run,ddot,3,1,0.9999909876027543,1
deren_run,ddot,3,2,1.007923457016931,1
deren_run,ddot,3,4,1.0081159236927257,1
deren_run,ddot,3,8,1.0148316978143204,1
deren_run,ddot,3,16,1.0147410322314523,1
deren_run,ddot,3,32,1.013099411074503,1
deren_run,ddot,3,64,1.0280093715932705,1
deren_run,ddot,3,128,1.0191779480504624,1
deren_run,ddot,3,256,1.0199716131151177,1
deren_run,daxpy,3,1,1.0216707807533458,1
deren_run,daxpy,3,2,1.0152532309955884,1
deren_run,daxpy,3,4,1.031948061944144,1
deren_run,daxpy,3,8,1.0242476675023768,1
deren_run,daxpy,3,16,1.022080751876093,1
deren_run,daxpy,3,32,1.0249090091922954,1
deren_run,daxpy,3,64,1.0229784956134889,1
deren_run,daxpy,3,128,1.0346149725422427,1
deren_run,daxpy,3,256,1.036590546393515,1
deren_run,triad,4,1,1.0030992061383406,1
deren_run,triad,4,2,1.0020581524906602,1
deren_run,triad,4,4,1.0038320157243543,1
deren_run,triad,4,8,1.016145978818042,1
deren_run,triad,4,16,0.9992180020783563,1
deren_run,triad,4,32,1.0102422703130634,1
deren_run,triad,4,64,1.0012508926219486,1
deren_run,triad,4,128,1.0279940877382372,1
deren_run,triad,4,256,1.0231311629276238,1
deren_run,sum,4,1,0.9957723682636257,1
deren_run,sum,4,2,0.9955534089170777,1
deren_run,sum,4,4,1.0000659377575563,1
deren_run,sum,4,8,1.0058914561529742,1
deren_run,sum,4,16,1.0063239925120568,1
deren_run,sum,4,32,1.0086213826299584,1
deren_run,sum,4,64,1.0095904527059476,1
deren_run,sum,4,128,1.0111597613376448,1
deren_run,sum,4,256,1.0148071008149486,1
deren_run,stream,4,1,1.0073207508125217,1
deren_run,stream,4,2,1.018424327847544,1
deren_run,stream,4,4,1.0180826268845893,1
deren_run,stream,4,8,1.020243279553233,1
deren_run,stream,4,16,1.0201892416806466,1
deren_run,stream,4,32,1.020447373228579,1
deren_run,stream,4,64,1.0236957890068294,1
deren_run,stream,4,128,1.021201276323086,1
deren_run,stream,4,256,1.0225851632021892,1
