luna_run_8,5,150292.2,150292.2,746.4895846560754
luna_run_16,5,299506,299506,856.4140353824195
luna_run_32,5,342019,342019,8236.726443193314
luna_run_64,5,335349.2,335349.2,9241.340687367823
luna_run_1,6,22330,22330,0.0
luna_run_2,6,45524.4,45524.4,52.771204268995035
luna_run_4,6,91404.8,91404.8,1035.7466871779025
luna_run_8,6,182192,182192,0.0
luna_run_16,6,362376.8,362376.8,1035.7466871779025
luna_run_32,6,380441.6,380441.6,14611.005057832264
luna_run_64,6,386926.4,386926.4,14702.496277843433
dolap_run_1,1,10790,10790,143.0034964607509
dolap_run_2,1,21684,21684,497.87548644214246
dolap_run_4,1,43328,43328,595.5837472597788
dolap_run_8,1,85367.4,85367.4,882.5399707661971
dolap_run_16,1,167063.8,167063.8,1558.0421046942217
dolap_run_32,1,176457.4,176457.4,10300.948538848255
dolap_run_64,1,178301.6,178301.6,6562.413793719503
dolap_run_1,2,20415,20415,217.41205118392128
dolap_run_2,2,41817.2,41817.2,512.4984878026471
dolap_run_4,2,84862.2,84862.2,846.439424885207
dolap_run_8,2,170080.8,170080.8,1872.1007451523542
dolap_run_16,2,312911.8,312911.8,17707.62117564073
dolap_run_32,2,282957.4,282957.4,10131.980028602504
dolap_run_64,2,278696.4,278696.4,13333.407302711486
dolap_run_1,3,29514.4,29514.4,253.30771800322233
dolap_run_2,3,61422.8,61422.8,736.872580572788
dolap_run_4,3,122118.2,122118.2,2580.9992638511153
dolap_run_8,3,247547.8,247547.8,4417.901787047784
dolap_run_16,3,371607.8,371607.8,11195.046949432593
dolap_run_32,3,376517.4,376517.4,22954.003916528374
dolap_run_64,3,377200,377200,9641.167641940472
dolap_run_1,4,40360.4,40360.4,494.4965116156028
dolap_run_2,4,83372.4,83372.4,1125.924864278252
dolap_run_4,4,164280.2,164280.2,2199.8927701140346
dolap_run_8,4,334031.2,334031.2,7707.09200671693
dolap_run_16,4,338680.2,338680.2,16957.625429286967
dolap_run_32,4,354645.8,354645.8,9452.857991105124
dolap_run_64,4,344715.2,344715.2,11877.344261239547
dolap_run_1,5,52809.2,52809.2,462.8382006706015
dolap_run_2,5,109388,109388,2207.0559576050628
dolap_run_4,5,213469.2,213469.2,695.3141016835485
dolap_run_8,5,400157.4,400157.4,15716.089901753554
dolap_run_16,5,397969.8,397969.8,9511.01764797017
dolap_run_32,5,388784.2,388784.2,15147.456096652006
dolap_run_64,5,388169.2,388169.2,9540.873188550406
dolap_run_1,6,62380,62380,915.823127028358
dolap_run_2,6,125630,125630,2569.4851624401335
dolap_run_4,6,247121.8,247121.8,2490.995824966393
dolap_run_8,6,433550.8,433550.8,7957.723242234552
dolap_run_16,6,431665.2,431665.2,10120.811192784895
dolap_run_32,6,426549,426549,13851.67997031407
dolap_run_64,6,430498.8,430498.8,5790.870331824051
