poseidon10,1,pmie,0.0,0.0,0.0,0.0,2.331999999999997,2.3319999999999954,2.3320000000000003,0.0,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,1,pmcd,0.07793368421052631,0.06510526315789474,0.10384210526315789,0.015252672260306794,5.891000000000002,5.8909999999999965,5.891000000000007,0.015252672260306794,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,1,pmdaproc,0.9095819298245615,0.8792500000000001,1.0004736842105264,0.051188511957143065,51.128999999999955,51.128999999999934,51.12900000000001,0.051188511957143065,0,0,0,0.0,-1,-1,-1,-1,-1,1518
poseidon10,1,pmdalinux,0.20477315789473685,0.19342105263157897,0.21122105263157895,0.008582485224664177,4.754000000000001,4.753999999999998,4.754000000000007,0.008582485224664177,0,0,0,0.0,-1,-1,-1,-1,-1,35
poseidon10,1,pmdaperfevent,0.22545052631578946,0.21094736842105263,0.24146315789473685,0.014006218247067534,7.714999999999998,7.71499999999999,7.715000000000003,0.014006218247067534,0,0,0,0.0,-1,-1,-1,-1,-1,48
poseidon10,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.40850508771929,35.24621052631579,35.698078947368415,0.18105704918026141,-1,-1
poseidon10,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1601, -1
poseidon10,0.5,pmie,0.0,0.0,0.0,0.0,2.331999999999996,2.331999999999995,2.331999999999998,0.0,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.5,pmcd,0.08990965811965813,0.07680128205128206,0.1026923076923077,0.012015673736144776,5.8909999999999965,5.890999999999987,5.891000000000007,0.012015673736144776,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.5,pmdaproc,1.6201296581196578,1.585,1.638594871794871,0.022128938423968306,51.12899999999997,51.12899999999992,51.1290000000001,0.022128938423968306,0,0,0,0.0,-1,-1,-1,-1,-1,1518
poseidon10,0.5,pmdalinux,0.3581448717948717,0.3505576923076922,0.3642051282051282,0.006345075018376365,4.754000000000007,4.753999999999998,4.754000000000013,0.006345075018376365,0,0,0,0.0,-1,-1,-1,-1,-1,35
poseidon10,0.5,pmdaperfevent,0.4043557264957265,0.3810512820512821,0.4209615384615385,0.01453522357004303,7.714999999999995,7.714999999999979,7.715000000000008,0.01453522357004303,0,0,0,0.0,-1,-1,-1,-1,-1,48
poseidon10,0.5,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4198752991453,67.27270512820513,67.50075213675214,0.09069394472769762,-1,-1
poseidon10,0.5,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1601, -1
poseidon10,0.25,pmie,0.021480675105485233,0.009407594936708862,0.04703797468354431,0.015258166469236067,2.331999999999995,2.331999999999994,2.3319999999999963,0.015258166469236067,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.25,pmcd,0.19272443037974685,0.17798734177215192,0.20445253164556967,0.010816482468062064,5.891000000000013,5.890999999999987,5.891000000000036,0.010816482468062064,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.25,pmdaproc,3.7666092405063316,3.725448101265826,3.8056708860759496,0.03677065498815867,51.129000000000175,51.12899999999992,51.12900000000045,0.03677065498815867,0,0,0,0.0,-1,-1,-1,-1,-1,1518
poseidon10,0.25,pmdalinux,0.7498192405063291,0.7389746835443038,0.7736329113924051,0.013943238172054624,4.753999999999992,4.753999999999963,4.754000000000011,0.013943238172054624,0,0,0,0.0,-1,-1,-1,-1,-1,35
poseidon10,0.25,pmdaperfevent,0.6829205907172996,0.6699215189873416,0.7012531645569621,0.013493403450985186,7.714999999999996,7.71499999999997,7.715000000000025,0.013493403450985186,0,0,0,0.0,-1,-1,-1,-1,-1,48
poseidon10,0.25,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133.6934957383967,133.26710443037993,134.5579493670886,0.5338340641024455,-1,-1
poseidon10,0.25,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1601, -1
poseidon10,0.125,pmie,0.0,0.0,0.0,0.0,2.332000000000013,2.3319999999999945,2.3320000000000447,0.0,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.125,pmcd,0.39882376381044854,0.390953488372093,0.40692405063291137,0.006677316663272565,5.891000000000021,5.890999999999987,5.8910000000000515,0.006677316663272565,0,0,0,0.0,-1,-1,-1,-1,-1,-1
poseidon10,0.125,pmdaproc,8.045248165500299,8.0193932346723,8.085752851711021,0.02580373373353499,51.1290000000004,51.12899999999992,51.12900000000063,0.02580373373353499,0,0,0,0.0,-1,-1,-1,-1,-1,1518
poseidon10,0.125,pmdalinux,1.426525478933687,1.4013291139240502,1.4447753164556962,0.015993109918564313,4.753999999999964,4.753999999999935,4.754000000000011,0.015993109918564313,0,0,0,0.0,-1,-1,-1,-1,-1,35
poseidon10,0.125,pmdaperfevent,1.3742994033793732,1.3683470681458008,1.3793164556962028,0.004228212284023519,7.715000000000038,7.714999999999994,7.715000000000085,0.004228212284023519,0,0,0,0.0,-1,-1,-1,-1,-1,48
poseidon10,0.125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,264.5701761195726,263.5794936708859,265.2965918884663,0.7391850257085159,-1,-1
poseidon10,0.125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1601, -1
