dolap10,1,pmie,0.0,0.0,0.0,0.0,5.413999999999994,5.413999999999991,5.414000000000001,0.0,0,0,0,0.0,-1,-1,-1,-1,-1,-1
dolap10,1,pmcd,0.22856456140350875,0.21036842105263157,0.23676315789473684,0.01079174005579384,6.266000000000002,6.2659999999999965,6.266000000000008,0.01079174005579384,0,0,0,0.0,-1,-1,-1,-1,-1,-1
dolap10,1,pmdaproc,3.0942043859649124,3.0808947368421067,3.102210526315789,0.01086250759505756,17.46900000000002,17.468999999999998,17.469000000000037,0.01086250759505756,0,0,0,0.0,-1,-1,-1,-1,-1,3857
dolap10,1,pmdalinux,1.9207331578947373,1.8581578947368427,2.053421052631579,0.07630126607721596,25.66000000000001,25.65999999999999,25.660000000000036,0.07630126607721596,0,0,0,0.0,-1,-1,-1,-1,-1,180
dolap10,1,pmdaperfevent,1.2306891228070176,1.2073684210526316,1.250621052631579,0.015817478984595918,8.440999999999997,8.440999999999988,8.441000000000004,0.015817478984595918,0,0,0,0.0,-1,-1,-1,-1,-1,264
dolap10,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151.36826333333337,144.9473157894737,154.14646052631585,3.7782419272221013,-1,-1
dolap10,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7320, -1
dolap10,0.5,pmie,0.0,0.0,0.0,0.0,5.413999999999991,5.413999999999989,5.413999999999995,0.0,0,0,0,0.0,-1,-1,-1,-1,-1,-1
dolap10,0.5,pmcd,0.3897602564102564,0.36905128205128207,0.4085897435897436,0.019363824744720436,6.265999999999997,6.265999999999986,6.266000000000008,0.019363824744720436,0,0,0,0.0,-1,-1,-1,-1,-1,-1
dolap10,0.5,pmdaproc,5.642004358974359,5.58625641025641,5.669128205128204,0.03262559187560271,17.469000000000033,17.469000000000012,17.46900000000004,0.03262559187560271,0,0,0,0.0,-1,-1,-1,-1,-1,3857
dolap10,0.5,pmdalinux,3.4747464957264973,3.4418076923076946,3.5065897435897444,0.0280834683572746,25.659999999999975,25.659999999999926,25.660000000000036,0.0280834683572746,0,0,0,0.0,-1,-1,-1,-1,-1,180
