alias,interval,component,cpu_use_mean,cpu_use_min,cpu_use_max,cpu_use_std,mem_use_mean,mem_use_min,mem_use_max,mem_use_std,io_use_mean,io_use_min,io_use_max,io_use_std,net_use_mean,net_use_min,net_use_max,net_use_std,total_datapoints,br_datapoints
dolap10,1,pmie,0.0,0.0,0.0,0.0,5.413999999999994,5.413999999999991,5.414000000000001,0.0,0.0052871093749999945,0.005287109374999991,0.005287109375000001,3.8497574956310434e-18,-1,-1,-1,-1,-1,-1
dolap10,1,pmcd,0.3271550877192982,0.3134736842105263,0.34044736842105255,0.012396331616652356,6.105000000000003,6.104999999999996,6.105000000000009,0.012396331616652356,0.005961914062500003,0.005961914062499996,0.005961914062500009,4.929484680998444e-18,-1,-1,-1,-1,-1,-1
dolap10,1,pmdaproc,4.213191052631579,4.148052631578947,4.253210526315789,0.0394229857582374,7.13996683333333,7.125649999999998,7.146730000000006,0.0394229857582374,0.00697262386067708,0.006958642578124998,0.006979228515625006,8.347076575190324e-06,-1,-1,-1,-1,-1,5209
dolap10,1,pmdalinux,1.6641866666666663,1.5184210526315787,1.7301228070175438,0.08479042482977173,26.75399999999998,26.753999999999948,26.75400000000001,0.08479042482977173,0.02612695312499998,0.02612695312499995,0.026126953125000008,2.803605105133461e-17,-1,-1,-1,-1,-1,138
dolap10,1,pmdaperfevent,0.015076842105263156,0.0,0.03156842105263157,0.01464852842580275,7.660000000000002,7.659999999999997,7.66000000000001,0.01464852842580275,0.007480468750000002,0.007480468749999997,0.00748046875000001,5.0723978896374275e-18,-1,-1,-1,-1,-1,0
dolap10,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245.26458771929828,240.12852631578951,249.11822807017546,3.493389548166888,-1,-1
dolap10,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9400, -1
dolap10,0.5,pmie,0.0019046153846153844,0.0,0.009523076923076922,0.004258849470991906,5.413999999999991,5.413999999999989,5.413999999999995,0.004258849470991906,0.005287109374999991,0.005287109374999989,0.005287109374999995,2.4224095028101378e-18,-1,-1,-1,-1,-1,-1
dolap10,0.5,pmcd,0.504682735042735,0.4953675213675214,0.5138974358974359,0.008013377288918103,6.1050000000000075,6.104999999999996,6.105000000000014,0.008013377288918103,0.005961914062500007,0.005961914062499996,0.005961914062500013,7.035795484650487e-18,-1,-1,-1,-1,-1,-1
dolap10,0.5,pmdaproc,7.807043504273504,7.776700854700852,7.830147435897436,0.027014809658129794,7.152000000000009,7.151999999999992,7.152000000000024,0.027014809658129794,0.006984375000000009,0.006984374999999992,0.0069843750000000236,1.3899454937023417e-17,-1,-1,-1,-1,-1,5209
