alias,interval,component,cpu_use_mean,cpu_use_min,cpu_use_max,cpu_use_std,mem_use_mean,mem_use_min,mem_use_max,mem_use_std,io_use_mean,io_use_min,io_use_max,io_use_std,net_use_mean,net_use_min,net_use_max,net_use_std,total_datapoints,br_datapoints
deren10,0.25,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1648, -1
deren10,0.125,pmie,0.0,0.0,0.0,0.0,5.112999999999994,5.112999999999937,5.113000000000039,0.0,0.004993164062499994,0.004993164062499939,0.004993164062500038,4.087013663500116e-17,-1,-1,-1,-1,-1,-1
deren10,0.125,pmcd,0.21110705518725537,0.20397452229299365,0.2288825396825397,0.010894584218573488,5.438000000000045,5.43799999999999,5.438000000000074,0.010894584218573488,0.005310546875000044,0.00531054687499999,0.005310546875000073,3.3308271829395195e-17,-1,-1,-1,-1,-1,-1
deren10,0.125,pmdaproc,3.4449401217196023,3.4142866242038226,3.4784349206349217,0.026299546203710396,47.09800000000034,47.09799999999996,47.09800000000078,0.026299546203710396,0.04599414062500033,0.045994140624999964,0.04599414062500076,3.559862221219806e-16,-1,-1,-1,-1,-1,1632
deren10,0.125,pmdalinux,0.13463892604387828,0.10204458598726115,0.15227301587301587,0.019191454283128517,5.132999999999979,5.13299999999992,5.133000000000024,0.019191454283128517,0.005012695312499979,0.005012695312499922,0.005012695312500023,4.271877636292218e-17,-1,-1,-1,-1,-1,16
deren10,0.125,pmdaperfevent,0.004590307747302742,0.0,0.012743630573248408,0.006349151187016106,6.940999999999949,6.940999999999885,6.9410000000000105,0.006349151187016106,0.00677832031249995,0.006778320312499888,0.00677832031250001,5.585230423570861e-17,-1,-1,-1,-1,-1,0
deren10,0.125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,409.11358846664365,408.4408188775514,409.84638216560495,0.6008660113017812,-1,-1
deren10,0.125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1648, -1
deren10,0.0625,pmie,0.0,0.0,0.0,0.0,5.1130000000000315,5.112999999999965,5.113000000000105,0.0,0.004993164062500031,0.004993164062499966,0.004993164062500103,5.497321999521224e-17,-1,-1,-1,-1,-1,-1
deren10,0.0625,pmcd,0.3983925296348075,0.3752496798975673,0.41043617021276596,0.013973322213996654,5.438000000000071,5.438000000000034,5.438000000000088,0.013973322213996654,0.005310546875000069,0.0053105468750000336,0.005310546875000086,2.1053855080789236e-17,-1,-1,-1,-1,-1,-1
deren10,0.0625,pmdaproc,6.614074503368842,6.558387323943667,6.719175718849841,0.062354115684403584,47.09799999999998,47.09799999999935,47.09800000000077,0.062354115684403584,0.04599414062499998,0.04599414062499937,0.045994140625000755,5.259846352425386e-16,-1,-1,-1,-1,-1,1632
deren10,0.0625,pmdalinux,0.2902708143524986,0.2750512163892446,0.31757188498402555,0.016649494992069542,5.132999999999924,5.132999999999866,5.133000000000024,0.016649494992069542,0.005012695312499925,0.005012695312499869,0.005012695312500023,6.239460574958793e-17,-1,-1,-1,-1,-1,16
deren10,0.0625,pmdaperfevent,0.008026933482986895,0.0,0.017051063829787234,0.007718269119463192,6.940999999999953,6.940999999999872,6.941000000000069,0.007718269119463192,0.006778320312499954,0.006778320312499875,0.0067783203125000675,8.054097109904816e-17,-1,-1,-1,-1,-1,0
deren10,0.0625,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,828.7001240096771,825.8135889884767,832.0268229665078,2.4561992949899287,-1,-1
deren10,0.0625,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1648, -1
deren10,0.03125,pmie,0.0,0.0,0.0,0.0,5.113000000000002,5.112999999999908,5.113000000000069,0.0,0.004993164062500002,0.00499316406249991,0.004993164062500067,7.040712407789754e-17,-1,-1,-1,-1,-1,-1
deren10,0.03125,pmcd,0.5433634961761905,0.5254554334554334,0.5572961672473867,0.012593394935147058,5.438000000000079,5.43800000000005,5.438000000000092,0.012593394935147058,0.005310546875000077,0.005310546875000049,0.00531054687500009,1.6555025185209414e-17,-1,-1,-1,-1,-1,-1
deren10,0.03125,pmdaproc,9.172990065405642,8.883886746987953,9.487318656377669,0.2665506566659227,47.097999999999715,47.097999999999004,47.098000000000454,0.2665506566659227,0.04599414062499972,0.04599414062499903,0.04599414062500044,6.15660180237435e-16,-1,-1,-1,-1,-1,1632
deren10,0.03125,pmdalinux,0.4370389637856731,0.4330662020905924,0.4446530120481928,0.0052815340198006,5.132999999999905,5.132999999999851,5.133000000000018,0.0052815340198006,0.005012695312499907,0.005012695312499854,0.005012695312500017,6.627688062946197e-17,-1,-1,-1,-1,-1,16
deren10,0.03125,pmdaperfevent,0.010775012668867549,0.0,0.023014660493827162,0.010398360729954072,6.941000000000032,6.940999999999883,6.941000000000256,0.010398360729954072,0.006778320312500031,0.006778320312499885,0.00677832031250025,1.514439426386694e-16,-1,-1,-1,-1,-1,0
deren10,0.03125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1165.5601462859822,1125.590315018315,1206.5232564684532,35.488394420676705,-1,-1
deren10,0.03125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1648, -1
deren20,1,pmie,0.0,0.0,0.0,0.0,5.113,5.113,5.113,0.0,0.0049931640625,0.0049931640625,0.0049931640625,0.0,-1,-1,-1,-1,-1,-1
deren20,1,pmcd,0.04731105263157894,0.02631578947368421,0.05263157894736842,0.011736796731090012,5.437999999999995,5.437999999999992,5.4380000000000015,0.011736796731090012,0.005310546874999995,0.005310546874999992,0.0053105468750000015,3.8497574956310434e-18,-1,-1,-1,-1,-1,-1
deren20,1,pmdaproc,0.5831466666666666,0.5576105263157893,0.6048157894736841,0.01823239630037154,47.09799999999997,47.09799999999996,47.097999999999985,0.01823239630037154,0.04599414062499997,0.045994140624999964,0.045994140624999985,7.601177430610146e-18,-1,-1,-1,-1,-1,1694
deren20,1,pmdalinux,0.05246771929824561,0.05231578947368421,0.05254385964912281,8.855392411489445e-05,5.132999999999998,5.132999999999993,5.133000000000003,8.855392411489445e-05,0.005012695312499998,0.005012695312499993,0.005012695312500003,3.750775438578153e-18,-1,-1,-1,-1,-1,21
deren20,1,pmdaperfevent,0.14273140350877192,0.12623157894736842,0.1578684210526316,0.01468344013783274,6.940999999999996,6.940999999999991,6.941000000000001,0.01468344013783274,0.006778320312499996,0.006778320312499991,0.006778320312500001,4.790161764288452e-18,-1,-1,-1,-1,-1,40
deren20,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.80164350877193,54.76739473684211,54.85438596491227,0.03247875924496791,-1,-1
deren20,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren20,0.5,pmie,0.0,0.0,0.0,0.0,5.113000000000012,5.113,5.113000000000028,0.0,0.004993164062500012,0.0049931640625,0.004993164062500027,1.2040405611864206e-17,-1,-1,-1,-1,-1,-1
deren20,0.5,pmcd,0.08787623931623931,0.0718,0.10261538461538461,0.014287095164729492,5.4379999999999935,5.43799999999999,5.437999999999996,0.014287095164729492,0.005310546874999994,0.00531054687499999,0.005310546874999996,2.8504415364788053e-18,-1,-1,-1,-1,-1,-1
