machine,kernel,metric,no_metric,frequency,error
deren_run,ddot,ai_err,8,16,-0.876272194178348,1
deren_run,ddot,fp_arith_scalar_double_err,8,32,-0.008363703851244039,1
deren_run,ddot,unhalted_reference_cycles_err,8,32,0.09556159639921341,1
deren_run,ddot,instruction_retired_err,8,32,0.058437576202072815,1
deren_run,ddot,uops_retired_any_err,8,32,-0.013204324194680019,1
deren_run,ddot,l1_bw,8,32,-0.013306432526607336,1
deren_run,ddot,ai,8,32,0.12563007915482569,1
deren_run,ddot,ai_err,8,32,-0.874149282651566,1
deren_run,daxpy,fp_arith_scalar_double_err,8,1,-0.00900661497802795,1
deren_run,daxpy,unhalted_reference_cycles_err,8,1,-0.035105852762197895,1
deren_run,daxpy,instruction_retired_err,8,1,-0.007539993685912509,1
deren_run,daxpy,uops_retired_any_err,8,1,-0.007524297107174077,1
deren_run,daxpy,l1_bw,8,1,-0.007360461156468566,1
deren_run,daxpy,ai,8,1,0.08320004914076833,1
deren_run,daxpy,ai_err,8,1,-0.9173671366825182,1
deren_run,daxpy,fp_arith_scalar_double_err,8,2,-0.009807547271712687,1
deren_run,daxpy,unhalted_reference_cycles_err,8,2,-0.03534822134101759,1
deren_run,daxpy,instruction_retired_err,8,2,-0.008183105986839056,1
deren_run,daxpy,uops_retired_any_err,8,2,-0.008030592896362349,1
deren_run,daxpy,l1_bw,8,2,-0.008036384401880887,1
deren_run,daxpy,ai,8,2,0.08318478191237803,1
deren_run,daxpy,ai_err,8,2,-0.9168445933405722,1
deren_run,daxpy,fp_arith_scalar_double_err,8,4,-0.0055033049136297,1
deren_run,daxpy,unhalted_reference_cycles_err,8,4,-0.029744441217674743,1
deren_run,daxpy,instruction_retired_err,8,4,-0.004116205324572524,1
deren_run,daxpy,uops_retired_any_err,8,4,-0.004016223967472769,1
deren_run,daxpy,l1_bw,8,4,-0.004215574077300458,1
deren_run,daxpy,ai,8,4,0.08322559755170428,1
deren_run,daxpy,ai_err,8,4,-0.9167673909706939,1
deren_run,daxpy,fp_arith_scalar_double_err,8,8,-0.0005537803345602246,1
deren_run,daxpy,unhalted_reference_cycles_err,8,8,-0.024754874555345426,1
deren_run,daxpy,instruction_retired_err,8,8,0.0008274369989906147,1
deren_run,daxpy,uops_retired_any_err,8,8,0.0027042024225291143,1
deren_run,daxpy,l1_bw,8,8,0.0014963338684532983,1
deren_run,daxpy,ai,8,8,0.08316468833937933,1
deren_run,daxpy,ai_err,8,8,-0.917050400711894,1
deren_run,daxpy,fp_arith_scalar_double_err,8,16,-0.004909743809188339,1
deren_run,daxpy,unhalted_reference_cycles_err,8,16,0.05888117330827699,1
deren_run,daxpy,instruction_retired_err,8,16,0.041916076523264865,1
deren_run,daxpy,uops_retired_any_err,8,16,0.0006854367945906987,1
deren_run,daxpy,l1_bw,8,16,0.0028606278189233403,1
deren_run,daxpy,ai,8,16,0.08269294178530562,1
deren_run,daxpy,ai_err,8,16,-0.9177582383319343,1
deren_run,daxpy,fp_arith_scalar_double_err,8,32,-0.007648913029673822,1
deren_run,daxpy,unhalted_reference_cycles_err,8,32,0.09867241853796922,1
deren_run,daxpy,instruction_retired_err,8,32,0.06109490197930648,1
deren_run,daxpy,uops_retired_any_err,8,32,-0.017090897156206066,1
deren_run,daxpy,l1_bw,8,32,-0.01215659469433068,1
deren_run,daxpy,ai,8,32,0.0837145045492038,1
deren_run,daxpy,ai_err,8,32,-0.9160903795507614,1
deren_run,triad,fp_arith_scalar_double_err,16,1,-0.015339307899126908,1
deren_run,triad,unhalted_reference_cycles_err,16,1,-0.04049241204984885,1
deren_run,triad,instruction_retired_err,16,1,-0.012645352971559219,1
deren_run,triad,uops_retired_any_err,16,1,-0.013555231645116619,1
deren_run,triad,l1_bw,16,1,-0.014883447173063809,1
deren_run,triad,ai,16,1,0.062473412334571606,1
deren_run,triad,ai_err,16,1,-0.937329575801956,1
deren_run,triad,fp_arith_scalar_double_err,16,2,-0.0076950379724345895,1
deren_run,triad,unhalted_reference_cycles_err,16,2,-0.03333080716629918,1
deren_run,triad,instruction_retired_err,16,2,-0.004908053720684732,1
deren_run,triad,uops_retired_any_err,16,2,-0.005762690555037404,1
deren_run,triad,l1_bw,16,2,-0.006497366005735857,1
deren_run,triad,ai,16,2,0.06242471922898375,1
deren_run,triad,ai_err,16,2,-0.9375216468286236,1
deren_run,triad,fp_arith_scalar_double_err,16,4,-0.0018765881154482141,1
deren_run,triad,unhalted_reference_cycles_err,16,4,-0.027292754326398556,1
deren_run,triad,instruction_retired_err,16,4,0.0009954722659652588,1
deren_run,triad,uops_retired_any_err,16,4,0.0006015464072998709,1
deren_run,triad,l1_bw,16,4,0.00039711334142750844,1
deren_run,triad,ai,16,4,0.062357985693245216,1
deren_run,triad,ai_err,16,4,-0.9377225965575902,1
deren_run,triad,fp_arith_scalar_double_err,16,8,-0.0010127937495183824,1
deren_run,triad,unhalted_reference_cycles_err,16,8,-0.026188585853776623,1
deren_run,triad,instruction_retired_err,16,8,0.0018196930792871134,1
deren_run,triad,uops_retired_any_err,16,8,0.002079929285724133,1
deren_run,triad,l1_bw,16,8,0.001607958791006006,1
deren_run,triad,ai,16,8,0.06233653669019183,1
deren_run,triad,ai_err,16,8,-0.9377087700890719,1
deren_run,triad,fp_arith_scalar_double_err,16,16,-0.004419990885443289,1
deren_run,triad,unhalted_reference_cycles_err,16,16,0.05670910220926179,1
deren_run,triad,instruction_retired_err,16,16,0.042966963092987975,1
deren_run,triad,uops_retired_any_err,16,16,0.002830396421740875,1
deren_run,triad,l1_bw,16,16,0.004069886132897823,1
deren_run,triad,ai,16,16,0.06197213090713005,1
deren_run,triad,ai_err,16,16,-0.9379022870069018,1
deren_run,triad,fp_arith_scalar_double_err,16,32,-0.006092182288374752,1
deren_run,triad,unhalted_reference_cycles_err,16,32,0.09244057680587645,1
deren_run,triad,instruction_retired_err,16,32,0.06312884425915474,1
deren_run,triad,uops_retired_any_err,16,32,-0.006481606698035624,1
deren_run,triad,l1_bw,16,32,-0.003126641443597246,1
deren_run,triad,ai,16,32,0.06231600747900559,1
deren_run,triad,ai_err,16,32,-0.9375636858584726,1
deren_run,sum,fp_arith_scalar_double_err,16,1,-0.018535089755425976,1
deren_run,sum,unhalted_reference_cycles_err,16,1,-0.04360661172596977,1
deren_run,sum,instruction_retired_err,16,1,-0.015821874188485657,1
deren_run,sum,uops_retired_any_err,16,1,-0.01663404897714758,1
deren_run,sum,l1_bw,16,1,-0.017309185516136357,1
deren_run,sum,ai,16,1,0.12485131568786531,1
deren_run,sum,ai_err,16,1,-0.8751873896257707,1
deren_run,sum,fp_arith_scalar_double_err,16,2,-0.009317230076867121,1
deren_run,sum,unhalted_reference_cycles_err,16,2,-0.03442069259149648,1
deren_run,sum,instruction_retired_err,16,2,-0.0065006410476544044,1
deren_run,sum,uops_retired_any_err,16,2,-0.007603825981731012,1
deren_run,sum,l1_bw,16,2,-0.008097211309507916,1
deren_run,sum,ai,16,2,0.12484641852881138,1
deren_run,sum,ai_err,16,2,-0.87511818770427,1
deren_run,sum,fp_arith_scalar_double_err,16,4,-0.003279218528652905,1
deren_run,sum,unhalted_reference_cycles_err,16,4,-0.02760479228098952,1
deren_run,sum,instruction_retired_err,16,4,-0.0005489006429002573,1
deren_run,sum,uops_retired_any_err,16,4,-0.0011844641734842466,1
deren_run,sum,l1_bw,16,4,-0.0017817933781729938,1
deren_run,sum,ai,16,4,0.12481240965771423,1
deren_run,sum,ai_err,16,4,-0.875334754382337,1
deren_run,sum,fp_arith_scalar_double_err,16,8,-0.0008717418229323033,1
deren_run,sum,unhalted_reference_cycles_err,16,8,-0.02531135806975798,1
deren_run,sum,instruction_retired_err,16,8,0.0019836076790288276,1
deren_run,sum,uops_retired_any_err,16,8,0.0005671079374521924,1
deren_run,sum,l1_bw,16,8,8.775062133747403e-06,1
deren_run,sum,ai,16,8,0.12489067697864246,1
deren_run,sum,ai_err,16,8,-0.8756761744569783,1
deren_run,sum,fp_arith_scalar_double_err,16,16,-0.0050830194226078075,1
deren_run,sum,unhalted_reference_cycles_err,16,16,0.054835728074397766,1
deren_run,sum,instruction_retired_err,16,16,0.03933599509733085,1
deren_run,sum,uops_retired_any_err,16,16,0.007010791882962749,1
deren_run,sum,l1_bw,16,16,0.008585457665219988,1
deren_run,sum,ai,16,16,0.12331244002175452,1
deren_run,sum,ai_err,16,16,-0.8781903322328342,1
deren_run,sum,fp_arith_scalar_double_err,16,32,-0.0076515745545286335,1
deren_run,sum,unhalted_reference_cycles_err,16,32,0.0974696075386163,1
deren_run,sum,instruction_retired_err,16,32,0.06392600985542095,1
deren_run,sum,uops_retired_any_err,16,32,-0.005537005329680118,1
deren_run,sum,l1_bw,16,32,-0.005876839611925471,1
deren_run,sum,ai,16,32,0.12478521605420437,1
deren_run,sum,ai_err,16,32,-0.8752074693790607,1
deren_run,stream,fp_arith_scalar_double_err,16,1,-0.014225301764696469,1
deren_run,stream,unhalted_reference_cycles_err,16,1,-0.04002349086539637,1
deren_run,stream,instruction_retired_err,16,1,-0.012812492708647484,1
deren_run,stream,uops_retired_any_err,16,1,-0.011252000645678842,1
deren_run,stream,l1_bw,16,1,-0.011592224441771434,1
deren_run,stream,ai,16,1,0.08311294194550573,1
deren_run,stream,ai_err,16,1,-0.9167782386441938,1
deren_run,stream,fp_arith_scalar_double_err,16,2,-0.0067707726616384025,1
deren_run,stream,unhalted_reference_cycles_err,16,2,-0.03266190205698895,1
deren_run,stream,instruction_retired_err,16,2,-0.004784742882312631,1
deren_run,stream,uops_retired_any_err,16,2,-0.004485773098596879,1
deren_run,stream,l1_bw,16,2,-0.004567280141525621,1
deren_run,stream,ai,16,2,0.08314884216510186,1
deren_run,stream,ai_err,16,2,-0.9168833079786178,1
deren_run,stream,fp_arith_scalar_double_err,16,4,-0.003741495671936292,1
deren_run,stream,unhalted_reference_cycles_err,16,4,-0.0271505766171457,1
deren_run,stream,instruction_retired_err,16,4,-0.001620388357653087,1
deren_run,stream,uops_retired_any_err,16,4,-0.0013360203882227901,1
deren_run,stream,l1_bw,16,4,-0.0013512267814232543,1
deren_run,stream,ai,16,4,0.08313389689618446,1
deren_run,stream,ai_err,16,4,-0.9167715478365458,1
deren_run,stream,fp_arith_scalar_double_err,16,8,-0.00013574201161523447,1
deren_run,stream,unhalted_reference_cycles_err,16,8,-0.026206888669506337,1
deren_run,stream,instruction_retired_err,16,8,0.00187885521480734,1
deren_run,stream,uops_retired_any_err,16,8,0.002154845555778786,1
deren_run,stream,l1_bw,16,8,0.0020365568446665057,1
deren_run,stream,ai,16,8,0.08315279263976647,1
deren_run,stream,ai_err,16,8,-0.9168916767946254,1
deren_run,stream,fp_arith_scalar_double_err,16,16,-0.0054800865309013866,1
deren_run,stream,unhalted_reference_cycles_err,16,16,0.05624885349110701,1
deren_run,stream,instruction_retired_err,16,16,0.03877717071730917,1
deren_run,stream,uops_retired_any_err,16,16,0.005214702694520715,1
deren_run,stream,l1_bw,16,16,0.0036989926779106147,1
deren_run,stream,ai,16,16,0.0825726968755158,1
deren_run,stream,ai_err,16,16,-0.9179972318150281,1
deren_run,stream,fp_arith_scalar_double_err,16,32,-0.007303781204543412,1
deren_run,stream,unhalted_reference_cycles_err,16,32,0.09387682082834682,1
deren_run,stream,instruction_retired_err,16,32,0.058879027535689764,1
deren_run,stream,uops_retired_any_err,16,32,-0.007039503197239878,1
deren_run,stream,l1_bw,16,32,-0.011891519640840433,1
deren_run,stream,ai,16,32,0.08373131241320794,1
deren_run,stream,ai_err,16,32,-0.9162297322093487,1
deren_run,peakflops,fp_arith_scalar_double_err,16,1,-0.017985755811606795,1
deren_run,peakflops,unhalted_reference_cycles_err,16,1,-0.04269056772907352,1
deren_run,peakflops,instruction_retired_err,16,1,-0.017357538324402205,1
deren_run,peakflops,uops_retired_any_err,16,1,-0.016259282509128562,1
deren_run,peakflops,l1_bw,16,1,-0.011434316242080472,1
deren_run,peakflops,ai,16,1,1.9868327334892186,1
deren_run,peakflops,ai_err,16,1,0.9745287076636302,1
deren_run,peakflops,fp_arith_scalar_double_err,16,2,-0.008178904342844092,1
deren_run,peakflops,unhalted_reference_cycles_err,16,2,-0.03430012413731191,1
deren_run,peakflops,instruction_retired_err,16,2,-0.007517800595173616,1
deren_run,peakflops,uops_retired_any_err,16,2,-0.00707344826021043,1
deren_run,peakflops,l1_bw,16,2,-0.0014919623563567001,1
deren_run,peakflops,ai,16,2,1.986607265711077,1
deren_run,peakflops,ai_err,16,2,0.990274186621213,1
deren_run,peakflops,fp_arith_scalar_double_err,16,4,-0.0009799584919793706,1
deren_run,peakflops,unhalted_reference_cycles_err,16,4,-0.027163827099277452,1
deren_run,peakflops,instruction_retired_err,16,4,-0.0004015245978876182,1
deren_run,peakflops,uops_retired_any_err,16,4,-0.0018449981382927662,1
deren_run,peakflops,l1_bw,16,4,0.003762669335256243,1
deren_run,peakflops,ai,16,4,1.9905826026979856,1
deren_run,peakflops,ai_err,16,4,0.9916817741148678,1
deren_run,peakflops,fp_arith_scalar_double_err,16,8,-0.0008531940096124017,1
deren_run,peakflops,unhalted_reference_cycles_err,16,8,-0.02610146281331273,1
deren_run,peakflops,instruction_retired_err,16,8,-0.00021874367744783655,1
deren_run,peakflops,uops_retired_any_err,16,8,0.0006301409045374267,1
deren_run,peakflops,l1_bw,16,8,0.006171805215544416,1
deren_run,peakflops,ai,16,8,1.9860462614964463,1
deren_run,peakflops,ai_err,16,8,0.9877827093317557,1
deren_run,peakflops,fp_arith_scalar_double_err,16,16,-0.0048731507037608245,1
deren_run,peakflops,unhalted_reference_cycles_err,16,16,0.05804283446609865,1
deren_run,peakflops,instruction_retired_err,16,16,0.039598326142418906,1
deren_run,peakflops,uops_retired_any_err,16,16,0.0019998964861799766,1
deren_run,peakflops,l1_bw,16,16,0.013256243639698717,1
deren_run,peakflops,ai,16,16,1.9643183703266478,1
deren_run,peakflops,ai_err,16,16,0.9557183785505798,1
deren_run,peakflops,fp_arith_scalar_double_err,16,32,-0.007970709564968623,1
deren_run,peakflops,unhalted_reference_cycles_err,16,32,0.09976999021731833,1
deren_run,peakflops,instruction_retired_err,16,32,0.06244093262042709,1
deren_run,peakflops,uops_retired_any_err,16,32,-0.008828798137032648,1
deren_run,peakflops,l1_bw,16,32,-0.0017756337967772561,1
deren_run,peakflops,ai,16,32,1.9876178263052373,1
deren_run,peakflops,ai_err,16,32,1.002671868731872,1
deren_run,ddot,fp_arith_scalar_double_err,16,1,-0.011517009020755977,1
deren_run,ddot,unhalted_reference_cycles_err,16,1,-0.03970399673204198,1
deren_run,ddot,instruction_retired_err,16,1,-0.00966916909331775,1
deren_run,ddot,uops_retired_any_err,16,1,-0.009799772523200261,1
deren_run,ddot,l1_bw,16,1,-0.010155666615859243,1
deren_run,ddot,ai,16,1,0.1248281420067034,1
deren_run,ddot,ai_err,16,1,-0.8753707635697161,1
deren_run,ddot,fp_arith_scalar_double_err,16,2,-0.005338083657504544,1
deren_run,ddot,unhalted_reference_cycles_err,16,2,-0.03034700093992947,1
deren_run,ddot,instruction_retired_err,16,2,-0.003477767309436424,1
deren_run,ddot,uops_retired_any_err,16,2,-0.0030178255155918023,1
deren_run,ddot,l1_bw,16,2,-0.0032525253258464813,1
deren_run,ddot,ai,16,2,0.12473854247055596,1
deren_run,ddot,ai_err,16,2,-0.8751827143931576,1
deren_run,ddot,fp_arith_scalar_double_err,16,4,-0.0010477091789158719,1
deren_run,ddot,unhalted_reference_cycles_err,16,4,-0.02540667453843162,1
deren_run,ddot,instruction_retired_err,16,4,0.0016327943297977819,1
deren_run,ddot,uops_retired_any_err,16,4,0.0011293247117018475,1
deren_run,ddot,l1_bw,16,4,0.0007601135490461911,1
deren_run,ddot,ai,16,4,0.12477419299611017,1
deren_run,ddot,ai_err,16,4,-0.8750976072421792,1
deren_run,ddot,fp_arith_scalar_double_err,16,8,8.308036522547051e-05,1
deren_run,ddot,unhalted_reference_cycles_err,16,8,-0.025490211743577757,1
deren_run,ddot,instruction_retired_err,16,8,0.00199039702313365,1
deren_run,ddot,uops_retired_any_err,16,8,0.0021645046175824975,1
deren_run,ddot,l1_bw,16,8,0.002320336818351304,1
deren_run,ddot,ai,16,8,0.12472131989772063,1
deren_run,ddot,ai_err,16,8,-0.8752807539343023,1
deren_run,ddot,fp_arith_scalar_double_err,16,16,-0.005935846076170342,1
deren_run,ddot,unhalted_reference_cycles_err,16,16,0.053296977830666496,1
deren_run,ddot,instruction_retired_err,16,16,0.03830936130519961,1
deren_run,ddot,uops_retired_any_err,16,16,-0.00017788797967344268,1
deren_run,ddot,l1_bw,16,16,0.0016942925001875875,1
deren_run,ddot,ai,16,16,0.12404801013992484,1
deren_run,ddot,ai_err,16,16,-0.875995393996636,1
deren_run,ddot,fp_arith_scalar_double_err,16,32,-0.009506708212369696,1
deren_run,ddot,unhalted_reference_cycles_err,16,32,0.09645661427717486,1
deren_run,ddot,instruction_retired_err,16,32,0.058160259311341195,1
deren_run,ddot,uops_retired_any_err,16,32,-0.009263748719417184,1
deren_run,ddot,l1_bw,16,32,-0.009196285017865066,1
deren_run,ddot,ai,16,32,0.1249657798480497,1
deren_run,ddot,ai_err,16,32,-0.8751971978490122,1
deren_run,daxpy,fp_arith_scalar_double_err,16,1,-0.024347394962646325,1
deren_run,daxpy,unhalted_reference_cycles_err,16,1,-0.04946417289717104,1
deren_run,daxpy,instruction_retired_err,16,1,-0.022890274912141788,1
deren_run,daxpy,uops_retired_any_err,16,1,-0.022392537338810144,1
deren_run,daxpy,l1_bw,16,1,-0.022865735896217813,1
deren_run,daxpy,ai,16,1,0.0832069166227893,1
deren_run,daxpy,ai_err,16,1,-0.9169422860266107,1
deren_run,daxpy,fp_arith_scalar_double_err,16,2,-0.008433300456782238,1
deren_run,daxpy,unhalted_reference_cycles_err,16,2,-0.034002258171360954,1
deren_run,daxpy,instruction_retired_err,16,2,-0.007060576922127948,1
deren_run,daxpy,uops_retired_any_err,16,2,-0.008203954903054748,1
deren_run,daxpy,l1_bw,16,2,-0.008317934110998442,1
deren_run,daxpy,ai,16,2,0.08332371462196204,1
deren_run,daxpy,ai_err,16,2,-0.9165731415860587,1
deren_run,daxpy,fp_arith_scalar_double_err,16,4,-0.0017884231066851305,1
deren_run,daxpy,unhalted_reference_cycles_err,16,4,-0.0274092101279414,1
deren_run,daxpy,instruction_retired_err,16,4,-0.00023362302605448336,1
deren_run,daxpy,uops_retired_any_err,16,4,-0.00022135671750738654,1
deren_run,daxpy,l1_bw,16,4,-0.00030071858363483957,1
deren_run,daxpy,ai,16,4,0.0832096425358853,1
deren_run,daxpy,ai_err,16,4,-0.9166282550543385,1
deren_run,daxpy,fp_arith_scalar_double_err,16,8,-0.001199631209753415,1
deren_run,daxpy,unhalted_reference_cycles_err,16,8,-0.024878811450793736,1
deren_run,daxpy,instruction_retired_err,16,8,0.001035427280849001,1
deren_run,daxpy,uops_retired_any_err,16,8,-0.001900087962445807,1
deren_run,daxpy,l1_bw,16,8,-0.0028135971611478678,1
deren_run,daxpy,ai,16,8,0.08346893545578943,1
deren_run,daxpy,ai_err,16,8,-0.9164704742131797,1
deren_run,daxpy,fp_arith_scalar_double_err,16,16,-0.005662152581709475,1
deren_run,daxpy,unhalted_reference_cycles_err,16,16,0.06046088438581408,1
deren_run,daxpy,instruction_retired_err,16,16,0.040314973687078544,1
deren_run,daxpy,uops_retired_any_err,16,16,0.002727891084743296,1
deren_run,daxpy,l1_bw,16,16,0.0029693318973769275,1
deren_run,daxpy,ai,16,16,0.08261834429144871,1
deren_run,daxpy,ai_err,16,16,-0.9176120387855705,1
deren_run,daxpy,fp_arith_scalar_double_err,16,32,-0.007160932985238933,1
deren_run,daxpy,unhalted_reference_cycles_err,16,32,0.10024338620275708,1
deren_run,daxpy,instruction_retired_err,16,32,0.06221294462836345,1
deren_run,daxpy,uops_retired_any_err,16,32,-0.0006032321164526726,1
deren_run,daxpy,l1_bw,16,32,-0.0064124600987935185,1
deren_run,daxpy,ai,16,32,0.08329149002229097,1
deren_run,daxpy,ai_err,16,32,-0.9154660987334271,1
deren_run,triad,fp_arith_scalar_double_err,20,1,-0.018822819110077823,1
deren_run,triad,unhalted_reference_cycles_err,20,1,-0.044379344504320545,1
deren_run,triad,instruction_retired_err,20,1,-0.01612302962638238,1
deren_run,triad,uops_retired_any_err,20,1,-0.016391609214737347,1
deren_run,triad,l1_bw,20,1,-0.016827749683018596,1
deren_run,triad,ai,20,1,0.06237318657368386,1
deren_run,triad,ai_err,20,1,-0.9375908271567313,1
deren_run,triad,fp_arith_scalar_double_err,20,2,-0.0041515562212277165,1
deren_run,triad,unhalted_reference_cycles_err,20,2,-0.03235476931973721,1
deren_run,triad,instruction_retired_err,20,2,-0.0014301387804848181,1
deren_run,triad,uops_retired_any_err,20,2,-0.0012942229838756765,1
deren_run,triad,l1_bw,20,2,-0.001999952997040746,1
deren_run,triad,ai,20,2,0.0623652117812541,1
deren_run,triad,ai_err,20,2,-0.9376832730889009,1
deren_run,triad,fp_arith_scalar_double_err,20,4,-0.0008291859907719315,1
deren_run,triad,unhalted_reference_cycles_err,20,4,-0.027082153952243487,1
deren_run,triad,instruction_retired_err,20,4,0.0019019418478650823,1
deren_run,triad,uops_retired_any_err,20,4,0.0011199389398588646,1
deren_run,triad,l1_bw,20,4,0.0006068235485034202,1
deren_run,triad,ai,20,4,0.06241048784579309,1
deren_run,triad,ai_err,20,4,-0.9377368588023061,1
deren_run,triad,fp_arith_scalar_double_err,20,8,0.0009406221885301443,1
deren_run,triad,unhalted_reference_cycles_err,20,8,-0.02543370705934687,1
deren_run,triad,instruction_retired_err,20,8,0.0037356492601107365,1
deren_run,triad,uops_retired_any_err,20,8,0.0037347487196585883,1
deren_run,triad,l1_bw,20,8,0.003337164858207195,1
deren_run,triad,ai,20,8,0.062350917995105073,1
deren_run,triad,ai_err,20,8,-0.937603519718681,1
deren_run,triad,fp_arith_scalar_double_err,20,16,-0.004933699168310648,1
deren_run,triad,unhalted_reference_cycles_err,20,16,0.05779692896872281,1
deren_run,triad,instruction_retired_err,20,16,0.04351408851484974,1
deren_run,triad,uops_retired_any_err,20,16,0.00573814883507698,1
deren_run,triad,l1_bw,20,16,0.00999501020719447,1
deren_run,triad,ai,20,16,0.06157708296888228,1
deren_run,triad,ai_err,20,16,-0.9385456368999093,1
deren_run,triad,fp_arith_scalar_double_err,20,32,-0.009920359530105421,1
deren_run,triad,unhalted_reference_cycles_err,20,32,0.0934286247164695,1
deren_run,triad,instruction_retired_err,20,32,0.055888647518706105,1
deren_run,triad,uops_retired_any_err,20,32,-0.012539568317504511,1
deren_run,triad,l1_bw,20,32,-0.01156765625135009,1
deren_run,triad,ai,20,32,0.06260564270771829,1
deren_run,triad,ai_err,20,32,-0.9377205056964946,1
deren_run,sum,fp_arith_scalar_double_err,20,1,-0.019884975318073952,1
deren_run,sum,unhalted_reference_cycles_err,20,1,-0.046575700118834974,1
deren_run,sum,instruction_retired_err,20,1,-0.017173378319849907,1
deren_run,sum,uops_retired_any_err,20,1,-0.017776262442925295,1
deren_run,sum,l1_bw,20,1,-0.018355809821492635,1
deren_run,sum,ai,20,1,0.12480526361894907,1
deren_run,sum,ai_err,20,1,-0.875336949575771,1
deren_run,sum,fp_arith_scalar_double_err,20,2,-0.007207902218152487,1
deren_run,sum,unhalted_reference_cycles_err,20,2,-0.03361498994661217,1
deren_run,sum,instruction_retired_err,20,2,-0.004405408978894506,1
deren_run,sum,uops_retired_any_err,20,2,-0.0050432509413715475,1
deren_run,sum,l1_bw,20,2,-0.005514006813164163,1
deren_run,sum,ai,20,2,0.12478716821982297,1
deren_run,sum,ai_err,20,2,-0.8753175268260903,1
deren_run,sum,fp_arith_scalar_double_err,20,4,-0.0017707311018783309,1
deren_run,sum,unhalted_reference_cycles_err,20,4,-0.027136183571842457,1
deren_run,sum,instruction_retired_err,20,4,0.0010794988301247883,1
deren_run,sum,uops_retired_any_err,20,4,0.002011460369732075,1
deren_run,sum,l1_bw,20,4,0.001424562841987634,1
deren_run,sum,ai,20,4,0.12460109601320857,1
deren_run,sum,ai_err,20,4,-0.8755025339106287,1
deren_run,sum,fp_arith_scalar_double_err,20,8,-0.0008417326495065095,1
deren_run,sum,unhalted_reference_cycles_err,20,8,-0.025639007097357565,1
deren_run,sum,instruction_retired_err,20,8,0.001976634237294784,1
deren_run,sum,uops_retired_any_err,20,8,0.0009199420852838878,1
deren_run,sum,l1_bw,20,8,0.000254449280114252,1
deren_run,sum,ai,20,8,0.12486351095521708,1
deren_run,sum,ai_err,20,8,-0.8750362677726555,1
deren_run,sum,fp_arith_scalar_double_err,20,16,-0.005633977863893753,1
deren_run,sum,unhalted_reference_cycles_err,20,16,0.05606669676825198,1
deren_run,sum,instruction_retired_err,20,16,0.041519579959802023,1
deren_run,sum,uops_retired_any_err,20,16,0.0053636167397472494,1
deren_run,sum,l1_bw,20,16,0.005951512141835759,1
deren_run,sum,ai,20,16,0.12356713273537419,1
deren_run,sum,ai_err,20,16,-0.876608194129603,1
deren_run,sum,fp_arith_scalar_double_err,20,32,-0.009045469754853128,1
deren_run,sum,unhalted_reference_cycles_err,20,32,0.09664954744973468,1
deren_run,sum,instruction_retired_err,20,32,0.06221374748410693,1
deren_run,sum,uops_retired_any_err,20,32,-0.005632972978040457,1
deren_run,sum,l1_bw,20,32,-0.006237591156737513,1
deren_run,sum,ai,20,32,0.12465222696910272,1
deren_run,sum,ai_err,20,32,-0.874780786630704,1
deren_run,stream,fp_arith_scalar_double_err,20,1,-0.01698724140619006,1
deren_run,stream,unhalted_reference_cycles_err,20,1,-0.042270647191486294,1
deren_run,stream,instruction_retired_err,20,1,-0.01496951329185956,1
deren_run,stream,uops_retired_any_err,20,1,-0.014675973295291462,1
deren_run,stream,l1_bw,20,1,-0.014642369365057892,1
deren_run,stream,ai,20,1,0.08313508475175738,1
deren_run,stream,ai_err,20,1,-0.9169416413551105,1
deren_run,stream,fp_arith_scalar_double_err,20,2,-0.00596499618313968,1
deren_run,stream,unhalted_reference_cycles_err,20,2,-0.0316062437423768,1
deren_run,stream,instruction_retired_err,20,2,-0.00395375161346795,1
deren_run,stream,uops_retired_any_err,20,2,-0.00423066690293486,1
deren_run,stream,l1_bw,20,2,-0.004325154607702249,1
deren_run,stream,ai,20,2,0.08319618452628194,1
deren_run,stream,ai_err,20,2,-0.9167065602603565,1
deren_run,stream,fp_arith_scalar_double_err,20,4,-0.0004038587826707376,1
deren_run,stream,unhalted_reference_cycles_err,20,4,-0.02659468672179406,1
deren_run,stream,instruction_retired_err,20,4,0.0016330824113469798,1
deren_run,stream,uops_retired_any_err,20,4,0.0014688477556898088,1
deren_run,stream,l1_bw,20,4,0.001330989327430146,1
deren_run,stream,ai,20,4,0.08318910621942914,1
deren_run,stream,ai_err,20,4,-0.9167046195161623,1
deren_run,stream,fp_arith_scalar_double_err,20,8,-0.0014487619911661995,1
deren_run,stream,unhalted_reference_cycles_err,20,8,-0.021569712447122684,1
deren_run,stream,instruction_retired_err,20,8,0.002699123534322473,1
deren_run,stream,uops_retired_any_err,20,8,-0.002743210809447237,1
deren_run,stream,l1_bw,20,8,-0.0021226690663381943,1
deren_run,stream,ai,20,8,0.08339429954422915,1
deren_run,stream,ai_err,20,8,-0.9155347497524655,1
deren_run,stream,fp_arith_scalar_double_err,20,16,-0.005551936007318576,1
deren_run,stream,unhalted_reference_cycles_err,20,16,0.0605046694830682,1
deren_run,stream,instruction_retired_err,20,16,0.0455758664187822,1
deren_run,stream,uops_retired_any_err,20,16,0.0009749390614237148,1
deren_run,stream,l1_bw,20,16,-0.0036420266733458344,1
deren_run,stream,ai,20,16,0.08317622055961012,1
deren_run,stream,ai_err,20,16,-0.9176204477829994,1
