alias,interval,component,cpu_use_mean,cpu_use_min,cpu_use_max,cpu_use_std,mem_use_mean,mem_use_min,mem_use_max,mem_use_std,io_use_mean,io_use_min,io_use_max,io_use_std,net_use_mean,net_use_min,net_use_max,net_use_std,total_datapoints
deren10,1,pmie,0.0,0.0,0.0,0.0,5.113,5.113,5.113,0.0,0.0049931640625,0.0049931640625,0.0049931640625,0.0,-1,-1,-1,-1,-1
deren10,1,pmcd,0.030581929824561403,0.017333333333333333,0.052,0.012996765993315828,5.233999999999997,5.233999999999993,5.234000000000003,0.012996765993315828,0.005111328124999997,0.005111328124999993,0.005111328125000003,3.810473228006844e-18,-1,-1,-1,-1,-1
deren10,1,pmdaproc,0.47630000000000006,0.473421052631579,0.48463157894736847,0.004759361674185559,47.09799999999997,47.09799999999996,47.097999999999985,0.004759361674185559,0.04599414062499997,0.045994140624999964,0.045994140624999985,7.601177430610146e-18,-1,-1,-1,-1,-1
deren10,1,pmdalinux,0.08705385964912281,0.07894736842105263,0.10526315789473684,0.010825115847781142,5.132999999999998,5.132999999999993,5.133000000000003,0.010825115847781142,0.005012695312499998,0.005012695312499993,0.005012695312500003,3.750775438578153e-18,-1,-1,-1,-1,-1
deren10,1,pmdaperfevent,0.15817298245614034,0.14439473684210527,0.18389473684210525,0.015584844565056105,6.843999999999999,6.843999999999995,6.844000000000009,0.015584844565056105,0.006683593749999999,0.006683593749999995,0.006683593750000009,5.67442871641931e-18,-1,-1,-1,-1,-1
deren10,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0719949122807,53.006663157894735,53.245736842105266,0.09898524349841732,-1
deren10,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288
deren10,0.5,pmie,0.0,0.0,0.0,0.0,5.113000000000012,5.113,5.113000000000028,0.0,0.004993164062500012,0.0049931640625,0.004993164062500027,1.2040405611864206e-17,-1,-1,-1,-1,-1
deren10,0.5,pmcd,0.04805051282051282,0.03809615384615384,0.050989743589743584,0.005582261930232689,5.2340000000000035,5.233999999999995,5.234000000000012,0.005582261930232689,0.0051113281250000035,0.005111328124999995,0.005111328125000012,7.062476640251017e-18,-1,-1,-1,-1,-1
deren10,0.5,pmdaproc,1.0037038461538463,0.9865128205128209,1.030794871794872,0.01658812509443386,47.09799999999996,47.09799999999996,47.09799999999997,0.01658812509443386,0.045994140624999964,0.045994140624999964,0.04599414062499997,3.800588715305073e-18,-1,-1,-1,-1,-1
deren10,0.5,pmdalinux,0.14048273504273504,0.1305,0.1568974358974359,0.01015161176817301,5.1330000000000044,5.132999999999996,5.133000000000015,0.01015161176817301,0.005012695312500004,0.005012695312499996,0.005012695312500015,7.620946456013688e-18,-1,-1,-1,-1,-1
deren10,0.5,pmdaperfevent,0.27393897435897435,0.25202564102564107,0.2896410256410257,0.01489446486107167,6.844000000000013,6.843999999999996,6.84400000000003,0.01489446486107167,0.0066835937500000124,0.006683593749999996,0.006683593750000029,1.478845404299533e-17,-1,-1,-1,-1,-1
deren10,0.5,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.0960946153846,102.96026153846152,103.31169230769231,0.14264748179847983,-1
deren10,0.5,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288
deren10,0.25,pmie,0.0,0.0,0.0,0.0,5.113000000000027,5.113,5.113000000000042,0.0,0.0049931640625000264,0.0049931640625,0.004993164062500041,1.6473024005889853e-17,-1,-1,-1,-1,-1
deren10,0.25,pmcd,0.11617656751647602,0.10250000000000001,0.12895541401273886,0.009684145840656385,5.23399999999999,5.233999999999968,5.23400000000001,0.009684145840656385,0.0051113281249999904,0.005111328124999969,0.0051113281250000095,1.5986302756534166e-17,-1,-1,-1,-1,-1
deren10,0.25,pmdaproc,1.8688677236485889,1.8495512820512818,1.8832547770700634,0.012348835296740556,47.098000000000006,47.09799999999996,47.098000000000184,0.012348835296740556,0.045994140625000006,0.045994140624999964,0.04599414062500018,9.5469699181534e-17,-1,-1,-1,-1,-1
deren10,0.25,pmdalinux,0.27779370428492584,0.2651636828644501,0.3073461538461538,0.017233433749524393,5.133000000000015,5.132999999999996,5.133000000000027,0.017233433749524393,0.005012695312500015,0.005012695312499996,0.005012695312500026,1.2303091341881695e-17,-1,-1,-1,-1,-1
deren10,0.25,pmdaperfevent,0.47050146608010074,0.45753503184713373,0.4900460358056266,0.013135967572789783,6.844000000000026,6.843999999999998,6.844000000000039,0.013135967572789783,0.0066835937500000255,0.006683593749999998,0.0066835937500000385,1.6604937667118047e-17,-1,-1,-1,-1,-1
deren10,0.25,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204.79357573571536,203.96734615384614,205.1134522292993,0.4767829075065462,-1
deren10,0.25,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288
deren10,0.125,pmie,0.0,0.0,0.0,0.0,5.112999999999994,5.1129999999999365,5.113000000000039,0.0,0.004993164062499994,0.004993164062499938,0.004993164062500038,4.1300447196566754e-17,-1,-1,-1,-1,-1
deren10,0.125,pmcd,0.20236468625392023,0.1520506329113924,0.22076906779661018,0.028978464222589304,5.233999999999971,5.233999999999951,5.23400000000001,0.028978464222589304,0.005111328124999971,0.005111328124999952,0.0051113281250000095,2.40761245693215e-17,-1,-1,-1,-1,-1
deren10,0.125,pmdaproc,3.5801704404192867,3.5722555555555564,3.588183544303796,0.006957004059984929,47.09800000000034,47.09799999999996,47.09800000000078,0.006957004059984929,0.04599414062500033,0.045994140624999964,0.04599414062500076,3.5461074559847107e-16,-1,-1,-1,-1,-1
deren10,0.125,pmdalinux,0.4453732501697432,0.4107911392405063,0.4606031746031746,0.02207928279474636,5.132999999999979,5.132999999999919,5.133000000000024,0.02207928279474636,0.005012695312499979,0.005012695312499921,0.005012695312500023,4.300924931073755e-17,-1,-1,-1,-1,-1
deren10,0.125,pmdaperfevent,0.9452487670282352,0.9134683544303798,0.9637380952380952,0.019168646288294695,6.8440000000000385,6.844000000000023,6.844000000000046,0.019168646288294695,0.006683593750000038,0.006683593750000023,0.0066835937500000445,8.686618062743652e-18,-1,-1,-1,-1,-1
deren10,0.125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410.61827406194885,409.68503174603177,411.05884920634907,0.5362095192699629,-1
deren10,0.125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288
deren10,0.0625,pmie,0.0,0.0,0.0,0.0,5.113000000000032,5.112999999999964,5.113000000000107,0.0,0.004993164062500032,0.004993164062499965,0.0049931640625001045,5.586038549902413e-17,-1,-1,-1,-1,-1
deren10,0.0625,pmcd,0.39698495238095244,0.37776190476190485,0.4218120634920635,0.018342723531575303,5.234000000000045,5.233999999999952,5.234000000000164,0.018342723531575303,0.005111328125000044,0.005111328124999953,0.0051113281250001604,8.74501100263735e-17,-1,-1,-1,-1,-1
deren10,0.0625,pmdaproc,6.958646063492063,6.862120634920634,6.999434920634918,0.0557853990161517,47.09799999999997,47.097999999999345,47.09800000000078,0.0557853990161517,0.04599414062499997,0.04599414062499936,0.04599414062500076,5.321412355269193e-16,-1,-1,-1,-1,-1
deren10,0.0625,pmdalinux,0.9192958412698414,0.8967111111111112,0.931816507936508,0.014369236530979794,5.132999999999924,5.132999999999866,5.133000000000024,0.014369236530979794,0.005012695312499925,0.005012695312499869,0.005012695312500023,6.246510168362386e-17,-1,-1,-1,-1,-1
deren10,0.0625,pmdaperfevent,1.9206819153439147,1.8892558730158724,1.9840952380952377,0.03935848517233125,6.8439999999999905,6.843999999999828,6.8440000000000465,0.03935848517233125,0.006683593749999991,0.006683593749999832,0.006683593750000045,9.082606922709935e-17,-1,-1,-1,-1,-1
deren10,0.0625,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,829.0015991534398,823.9794063492072,832.1152857142869,3.0115141579122233,-1
deren10,0.0625,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288
deren10,0.03125,pmie,0.0,0.0,0.0,0.0,5.112999999999979,5.112999999999827,5.113000000000109,0.0,0.00499316406249998,0.004993164062499831,0.004993164062500106,1.0299423034858422e-16,-1,-1,-1,-1,-1
